slug,task_idx,task_text,importance,match_source,matched_workbank_task_id,matched_workbank_task,cosine_similarity,desire_mean,capability_mean,zone
k-scale-labs,4,Enable third-party developers to build and deploy custom robot behaviors via open-source platform,3,inferred,3466,,0.3328,3.5,2.5,Yellow
kabilah,0,Generate clinical documentation from nurse notes and patient interaction data,5,inferred,776,,0.6247,4.5,4.5,Green
kabilah,1,Automate routine nursing workflow tasks to reduce administrative burden on staff,5,inferred,14624,,0.4876,4.5,4.0,Green
kabilah,2,Surface patient care reminders and protocol checklists within nursing workflows,4,inferred,18101,,0.5066,4.0,4.5,Green
kabilah,3,Track compliance with nursing care standards and flag deviations for review,4,inferred,18037,,0.5225,4.0,4.0,Green
kabilah,4,Integrate with hospital systems to synchronize patient data across care team workflows,3,inferred,18088,,0.5262,4.5,3.5,Green
kaelio,0,Answer ad hoc data questions by querying connected data warehouses through conversational chat,5,inferred,23320,,0.4801,4.5,4.0,Green
kaelio,1,Build and update analytics dashboards through natural language without manual configuration,5,inferred,20318,,0.3893,4.5,3.5,Green
kaelio,2,Provide governed metric definitions accessible to all team members through a shared interface,4,inferred,15902,,0.392,4.0,3.5,Green
kaelio,3,Reduce dependency on data and engineering teams for routine reporting and exploration tasks,4,inferred,980,,0.5153,4.5,3.5,Green
kaelio,4,"Connect directly to data warehouse sources to ensure queries run against live, accurate data",4,inferred,16280,,0.4484,4.0,4.0,Green
kaigo-health,0,Conduct automated post-discharge follow-up phone calls with Medicare patients at home,5,inferred,775,,0.4334,3.5,2.5,Yellow
kaigo-health,1,Monitor patient health status through recurring AI-driven check-in calls over time,5,inferred,18088,,0.4794,3.5,3.5,Green
kaigo-health,2,Aggregate voice biomarker data and patient responses to flag clinical risk changes,4,inferred,16283,,0.4526,4.0,3.5,Green
kaigo-health,3,Integrate remote patient monitoring device data with care management records,4,inferred,18093,,0.5146,4.5,4.0,Green
kaigo-health,4,Escalate patient concerns to clinical staff when responses indicate deteriorating health status,4,inferred,22417,,0.444,2.5,3.0,Low-Priority
kaizen,0,Read and extract data from legacy web portals without requiring API access,5,inferred,14749,,0.3917,4.5,3.5,Green
kaizen,1,Write and submit data to external websites using browser agent automation,5,inferred,14695,,0.4121,4.5,3.5,Green
kaizen,2,Integrate AI workflows with third-party systems that lack machine-readable interfaces,4,inferred,1276,,0.4437,4.0,3.0,Yellow
kaizen,3,Navigate and operate complex web interfaces to complete multi-step automated tasks,4,inferred,14749,,0.3814,4.0,3.0,Yellow
kalinda,0,"Extract structured plaintiff data from medical, financial, and employment records automatically",5,inferred,16284,,0.5045,4.5,4.0,Green
kalinda,1,Summarize thousands of pages of claimant records to support attorney case evaluation,5,inferred,774,,0.5728,4.5,4.5,Green
kalinda,2,Assess plaintiff eligibility for class action litigation based on defined case criteria,5,inferred,21447,,0.4277,3.5,3.0,Yellow
kalinda,3,Aggregate claimant data across large plaintiff populations to identify case-wide patterns,4,inferred,19057,,0.4606,4.5,4.5,Green
kalinda,4,Process legal document review tasks in parallel to compress multi-month timelines,4,inferred,23281,,0.4488,4.5,4.0,Green
kalinda,5,Flag incomplete or inconsistent claimant records requiring attorney or paralegal follow-up,3,inferred,2496,,0.4972,4.0,4.0,Green
kalpa-labs,0,Transcribe spoken audio into accurate text using generalist speech recognition models,5,inferred,9413,,0.3993,4.5,5.0,Green
kalpa-labs,1,Synthesize natural-sounding speech from text input across multiple languages and voices,5,inferred,22655,,0.4059,4.5,5.0,Green
kalpa-labs,2,Clone voice characteristics to replicate specific speaker identities in audio output,4,inferred,22655,,0.3121,4.0,4.0,Green
kalpa-labs,3,Follow complex spoken instructions to perform in-context tasks via speech interface,5,inferred,16200,,0.3696,3.5,3.5,Green
kalpa-labs,4,Unify multiple speech processing capabilities into a single generalist model pipeline,4,inferred,22655,,0.2909,4.0,3.5,Green
kanava-ai,0,Handle routine inbound sales calls for wholesale distributors using voice AI agents,5,inferred,11249,,0.4039,4.5,4.0,Green
kanava-ai,1,Look up real-time stock availability and pricing from live ERP data during customer calls,5,inferred,11261,,0.4602,4.5,4.0,Green
kanava-ai,2,Log field notes and update CRM records automatically after sales interactions,4,inferred,2578,,0.434,5.0,4.5,Green
kanava-ai,3,Identify and present upsell opportunities to customers based on order history and inventory,4,inferred,15704,,0.5255,3.5,3.5,Green
kanava-ai,4,Reactivate dormant customer accounts through proactive outreach and personalized offers,3,inferred,15711,,0.4921,3.5,3.5,Green
kanava-ai,5,Coach sales representatives by surfacing insights learned from top performer call patterns,3,inferred,4622,,0.475,3.0,3.5,Green
karmen,0,Process and route construction invoices for approval using AI automation,5,inferred,2509,,0.5446,4.5,3.5,Green
karmen,1,Integrate with project management software and ERPs to automate construction admin tasks,5,inferred,19648,,0.4811,4.5,3.0,Yellow
karmen,2,Detect invoicing errors and supplier discrepancies that could cause project delays,4,inferred,20945,,0.5102,4.0,3.5,Green
karmen,3,Track approval workflows for construction invoices and flag overdue items to managers,4,inferred,2509,,0.4694,4.5,4.0,Green
karmen,4,Summarize project financial status by consolidating supplier and contract data automatically,3,inferred,16168,,0.598,4.5,4.0,Green
karoo,0,Originate and underwrite personal and small-business loans digitally for Canadian customers,5,inferred,21317,,0.5319,3.5,3.0,Yellow
karoo,1,Open and manage deposit accounts entirely through a mobile or web interface,5,inferred,2494,,0.4117,4.5,4.5,Green
karoo,2,Assess creditworthiness and approve lending decisions using alternative data and automation,4,inferred,1254,,0.5509,3.5,3.5,Green
karoo,3,Process domestic and international payments without requiring branch visits,4,inferred,9751,,0.4493,4.5,4.5,Green
karoo,4,Provide customers with real-time account balance and transaction visibility via app,3,inferred,15711,,0.436,5.0,5.0,Green
karsa,0,Enable users in emerging markets to purchase dollar-denominated stablecoins from local currencies,5,inferred,14650,,0.4845,4.0,3.0,Yellow
karsa,1,Provide US dollar savings accounts to customers in high-inflation emerging market economies,5,inferred,15711,,0.352,3.5,2.5,Yellow
karsa,2,Issue Visa debit cards enabling stablecoin holders to spend funds at global merchants,4,inferred,15884,,0.3645,4.0,3.0,Yellow
karsa,3,Convert local currency to stablecoins to protect savings from currency devaluation,4,inferred,14650,,0.4925,4.0,3.5,Green
karumi,0,Deliver personalized product demonstrations to prospects via live AI-powered video calls,5,inferred,16211,,0.4743,3.0,3.5,Green
karumi,1,Engage website visitors with interactive self-guided product tours in real time,5,inferred,9766,,0.4738,4.0,4.5,Green
karumi,2,Qualify and convert inbound leads before they reach a human sales representative,4,inferred,20608,,0.5115,3.5,4.0,Green
karumi,3,Conduct product demos in multiple languages to support global prospect audiences,4,inferred,22655,,0.4766,4.0,4.5,Green
karumi,4,Answer prospect questions about product features and use cases during live sessions,4,inferred,22658,,0.5348,3.0,4.0,Green
kashikoi,0,Generate synthetic world models to simulate environments for AI agent benchmarking,5,inferred,14638,,0.2616,4.0,3.0,Yellow
kashikoi,1,Conduct autonomous structured interviews with AI agents to assess behavioral performance,5,inferred,22519,,0.3717,3.5,3.5,Green
kashikoi,2,Produce deep behavioral assessments and capability reports for evaluated AI agents,5,inferred,3589,,0.3967,3.5,3.0,Yellow
kashikoi,3,Benchmark AI agent performance across standardized task scenarios and edge cases,4,inferred,14624,,0.282,4.5,4.0,Green
kashikoi,4,Simulate user interactions to stress-test AI agent responses before production deployment,4,inferred,14638,,0.3578,4.5,4.0,Green
kastle,0,Conduct outbound calls to collect mortgage payments from borrowers via AI voice agent,5,inferred,9751,,0.416,4.5,4.0,Green
kastle,1,Verify new borrower identity and eligibility over the phone at loan onboarding,5,inferred,3409,,0.5349,3.5,3.5,Green
kastle,2,Qualify inbound loan inquiry calls and route prospects through initial underwriting questions,4,inferred,21317,,0.5991,4.0,4.0,Green
kastle,3,Handle routine mortgage servicing inquiries without transferring to human agents,4,inferred,21317,,0.4268,4.5,4.5,Green
kastle,4,Record and log call outcomes into mortgage servicing systems automatically,3,inferred,2706,,0.5305,5.0,4.5,Green
kater-ai,0,Decompose a business question into the most relevant analytical sub-questions automatically,5,inferred,15696,,0.3873,3.5,3.5,Green
kater-ai,1,Write and execute SQL or data queries against enterprise data sources on demand,5,inferred,20281,,0.4997,4.0,4.5,Green
kater-ai,2,Synthesize query results into business insights without requiring analyst involvement,5,inferred,16146,,0.5816,3.5,3.5,Green
kater-ai,3,Contextualize analysis using user persona and role to surface relevant data views,4,inferred,20319,,0.4853,3.5,3.0,Yellow
kater-ai,4,"Enforce use of trusted, governed data sources during automated analysis workflows",4,inferred,5319,,0.5093,4.0,3.5,Green
keet,0,Manage authenticated user sessions for AI agents accessing third-party platforms,5,inferred,14734,,0.3033,4.0,3.5,Green
keet,1,Execute authenticated actions on web platforms on behalf of AI agent users,5,inferred,14713,,0.2956,4.0,3.5,Green
keet,2,Maintain stable integrations with legacy and consumer web applications for agent use,4,inferred,11241,,0.3945,3.5,3.0,Yellow
keet,3,Expose authenticated platform access via API and SDK for developer integration,4,inferred,3466,,0.275,3.5,3.5,Green
keet,4,Handle credential storage and session refresh for multi-platform agent workflows,3,inferred,18940,,0.2686,4.0,3.5,Green
kenley,0,Automate research and document preparation tasks for financial advisory engagements,5,inferred,18942,,0.5682,4.0,4.0,Green
kenley,1,Generate client-facing financial reports and analysis summaries from structured data,4,inferred,12904,,0.6795,4.0,4.5,Green
kenley,2,Execute compliance monitoring and regulatory reporting workflows for financial services firms,4,inferred,23205,,0.6434,4.5,3.5,Green
kernel,0,Provision headless browser environments for AI agents to interact with web applications,5,inferred,14707,,0.3281,4.5,4.5,Green
kernel,1,Solve CAPTCHAs and route traffic through residential proxies to bypass bot detection,5,inferred,22420,,0.3313,4.5,4.0,Green
kernel,2,Maintain persistent browser sessions preserving cookies and authentication across agent invocations,4,inferred,14762,,0.2755,4.5,4.5,Green
kernel,3,Record and replay browser sessions to provide full observability into agent web interactions,3,inferred,2706,,0.3862,4.5,4.5,Green
kernel,4,Scale browser infrastructure dynamically to support high-concurrency AI agent workloads,3,inferred,1285,,0.3884,4.5,4.0,Green
kestral,0,Analyze sales call transcripts and feature requests to extract actionable customer insights,5,inferred,2578,,0.537,4.5,4.5,Green
kestral,1,Consolidate duplicate feature requests and prioritize them by impact frequency and revenue risk,5,inferred,22420,,0.3785,4.5,4.0,Green
kestral,2,Connect customer requests to existing product roadmap items with citation-backed evidence,4,inferred,9766,,0.4696,4.0,3.5,Green
kestral,3,Automatically follow up with customers when requested features ship to drive retention,4,inferred,9767,,0.5073,4.5,4.5,Green
kestral,4,Identify deal-blocking product gaps from sales data and surface them to product leadership,4,inferred,22658,,0.5061,4.0,3.5,Green
kestrel-ai,0,Monitor cloud and Kubernetes infrastructure continuously to detect incidents in real time,5,inferred,14734,,0.4694,4.5,4.0,Green
kestrel-ai,1,Diagnose root causes of cloud infrastructure incidents automatically,5,inferred,19003,,0.4276,4.0,3.0,Yellow
kestrel-ai,2,Generate exact remediation steps to resolve cloud infrastructure failures,5,inferred,1317,,0.4522,4.0,3.5,Green
kestrel-ai,3,Apply self-healing fixes to cloud infrastructure without requiring human intervention,4,inferred,14740,,0.4503,4.0,2.5,Yellow
kestrel-ai,4,Alert on-call engineers with root-cause context to accelerate incident response,3,inferred,2706,,0.3867,4.5,4.0,Green
kestroll,0,Process and organize incoming data to support downstream business operations,3,inferred,15883,,0.6321,4.5,4.5,Green
